Asignatura;Identificador;TituloIndice;Enunciado;Opciones;RespuestaCorrecta;Comentario;Anulada;Imagen;Dificultad
INMUNOLOGIA;MIR 2020, P36;Tema 15. Activación de las células B.;La vacuna neumocócica de polisacáridos PPSV23 genera una respuesta inmunitaria de tipo timoindependiente frente a 23 subtipos de neumococos. La inmunización con dosis repetidas de PPSV23:;5. Está indicada en niños menores de dos años en situación de riesgo. | 6. Induce una respuesta secundaria con altos niveles de IgG específica. | 7. Inducen maduración de la afinidad de los anticuerpos generados. | 8. No genera memoria inmunológica.;4;--;NO;--;FACIL
INMUNOLOGIA;MIR 2009, P215;Tema 15. Activación de las células B.;El sistema inmune sirve para luchar contra elementos extraños al organismo, para lo cual, utiliza distintos mecanismos. Señale cuál de los siguientes es el usado para procesar y eliminar antígenos extraños:;1. Las células presentadoras de antígenos procesan los antígenos y los presentan a otros tipos celulares junto a proteínas del complemento. | 2. Los linfocitos T citotóxicos reconocen moléculas del complejo mayor de histocompatibilidad de clase II en la superficie de los macrófagos que están unidas a antígenos. | 3. Los linfocitos B y los macrófagos presentan antígenos a los linfocitos T cooperadores en conjunción a moléculas del complejo mayor de histocompatibilidad de clase II. | 4. Los eosinófilos son una célula clave en la eliminación de virus. | 5. Los virus no son procesados y desencadenan respuestas inflamatorias directas mediadas por linfocitos T cooperadores.;3;--;NO;--;FACIL
INMUNOLOGIA;MIR 2009, P216;Tema 15. Activación de las células B.;Señale la en relación con la respuesta inmune humoral:;1. Está caracterizada por una respuesta temprana mediada por IgG (Inmunoglobulina tipo G). | 2. Las inmunoglobulinas son secretadas por distintos tipos celulares, incluyéndose los macrófagos y los linfocitos T. | 3. Las respuestas inflamatorias reactivas a infecciones por parásitos son mediadas por IgD (Inmunoglobulina tipo D). | 4. Los linfocitos B presentan en su superficie inmunoglobulinas y moléculas del complejo mayor de histocompatibilidad siendo capaces de funcionar como células presentadoras de antígeno. | 5. La maduración final de los linfocitos B se produce en el timo.;4;--;NO;--;FACIL
INMUNOLOGIA;MIR 2024, P141;Tema 16: Mecanismos de inmunosupresión. Generación de tolerancia periférica.;SEMINARIOS ¿A cuál de las siguientes proteínas presentes en la superficie celular se une el fármaco pembrolizumab?:;1. PD-1. | 2. PD-L1. | 3. CTLA-4. | 4. HER2.;1;--;NO;--;FACIL
INMUNOLOGIA;MIR 2021, P34;Tema 16: Mecanismos de inmunosupresión. Generación de tolerancia periférica.;En la inmunoterapia antitumoral basada en el uso de anticuerpos monoclonales contra puntos de control inmunológico (checkpoints) destaca el uso de los anticuerpos monoclonales que bloquean la interacción entre PD-1 y sus ligandos. ¿Cuál de las siguientes afirmaciones es cierta?:;1. La molécula PD-1 es un receptor inhibidor de los linfocitos T que se expresa mayoritariamente en linfocitos T naive. | 2. La interacción de PD-1 y sus ligandos inhibe la activación de los linfocitos T en los ganglios linfáticos. | 3. El bloqueo de PD-1 o de sus ligandos potencia la capacidad antitumoral de los linfocitos T CD8+. | 4. El uso de este tipo de inmunoterapia no se debe combinar con tratamientos de quimioterapia;3;--;NO;--;FACIL
INMUNOLOGIA;MIR 2021, P37;Tema 16: Mecanismos de inmunosupresión. Generación de tolerancia periférica.;Respecto a las células T reguladoras (Treg) es cierto que:;1. Colaboran en la eliminación de células tumorales. | 2. Expresan el correceptor inhibidor CTLA-4. | 3. Coexpresan tanto CD4 como CD8. | 4. Liberan citoquinas como IL-17 o IL-22.;2;--;NO;--;FACIL
INMUNOLOGIA;MIR 2025, P143;Temas 17 Y 18: El sistema del complemento. Cascada de activación. Regulación del complemento. Funciones.;Un paciente de 39 años que presenta emisión recidivante de orina rojiza, episodios repetidos de dolor abdominal de etiología no diagnosticada, acude a urgencias con un nuevo episodio de dolor abdominal intenso. En los estudios realizados en urgencias se objetiva una trombosis venosa mesentérica. ¿Cuál es el diagnóstico de sospecha que considera más probable?:;1. Hemoglobinuria paroxística nocturna. | 2. Síndrome antifosfolípido. | 3. Coproporfiria eritropoyética. | 4. Fiebre mediterránea familiar.;1;--;NO;--;MEDIO
INMUNOLOGIA;MIR 2008, P242;Temas 17 Y 18: El sistema del complemento. Cascada de activación. Regulación del complemento. Funciones.;¿Por cuál de estas rutas de activación es más fuerte el primer enlace que fija el complemento a los patógenos?:;1. Vía clásica. | 2. Vía alternativa. | 3. Vía de las lectinas. | 4. Fase lítica. | 5. Vía dependiente de anticuerpos.;2;--;NO;--;FACIL
INMUNOLOGIA;MIR 2019, P46b;Tema 19 y 20: La respuesta inflamatoria. Inflamación aguda y crónica. Mecanismos de extravasación. Mediadores de la Inflamación;En el tratamiento de la enfermedad inflamatoria intestinal pueden utilizarse anticuerpos monoclonales humanizados dirigidos frente al TNF-alfa (como el adalimumab) o frente a la integrina a4ß7 (como el vedolizumab). En relación con la integrina a4ß7 (también llamada LPAM1) es cierto que:;1. Se une a ICAM-1 y es responsable del paso de linfocitos desde la sangre periférica a los ganglios linfáticos. | 2. Es un receptor para TNF-a en los linfocitos T CD4+ del sistema linfoide asociado a mucosas. | 3. Se expresa en las células del epitelio gastrointestinal en pacientes con enfermedad inflamatoria intestinal. | 4. Se une a la adresina MadCAM-1 y favorece el paso de linfocitos desde la sangre periférica a la placa de Peyer y la lámina propia intestinal.;4;--;NO;--;FACIL
INMUNOLOGIA;MIR 2013, P55;Tema 19 y 20: La respuesta inflamatoria. Inflamación aguda y crónica. Mecanismos de extravasación. Mediadores de la Inflamación;Entre las ventajas biológicas de la fiebre NO se encuentra.;1. Inhibe el crecimiento bacteriano. | 2. Incrementa la actividad bactericida de los fagocitos. | 3. Estimula la vía alternativa del complemento. | 4. Estimula la síntesis de proteínas de fase aguda y de inmunoglobulinas. | 5. Produce secuestro de hierro sérico.;3;--;NO;--;FACIL
INMUNOLOGIA;MIR 2013, P56;Tema 19 y 20: La respuesta inflamatoria. Inflamación aguda y crónica. Mecanismos de extravasación. Mediadores de la Inflamación;¿Cuáles de las siguientes citoquinas ejercen un efecto anti-inflamatorio e inmunosupresor?:;1. Interleucina-1 alfa. Interleucina-1 beta. | 2. Tumor necrosis factor-alfa. Tumor necrosis factor-beta. | 3. Interleucina-17. Interleucina -22. | 4. Interleucina -10. Trasforming growth factor-beta. | 5. Interleucina 2. Interferon-gamma.;4;--;NO;--;FACIL
INMUNOLOGIA;MIR 2004, P246;Tema 19 y 20: La respuesta inflamatoria. Inflamación aguda y crónica. Mecanismos de extravasación. Mediadores de la Inflamación;Todas las substancias que a continuación se enumeran tienen la acción fisiológica que se indica en cada caso SALVO una. Señálela:;1. Endotelina - vasoconstricción. | 2. Péptido intestinal vasoactivo -vasodilatación. | 3. Serotonina – vasoconstricción. | 4. Prostaciclina – vasodilatación. | 5. Oxido nítrico – vasoconstricción.;5;--;NO;--;FACIL
INMUNOLOGIA;MIR 2021, P36;Tema 21: Citocinas. Funciones biológicas y receptores. Polarización de las células Th.;Un estudio reciente indica que aproximadamente el 10-20 % de los pacientes muy graves o fallecidos por COVID-19 poseen autoanticuerpos neutralizantes de los interferones de tipo I. Los interferones de tipo I:;1. Inhiben la actividad citotóxica de los linfocitos T CD8+ contra las células infectadas. | 2. Son producidos por linfocitos CD4+ Th1 tras el reconocimiento de péptidos víricos mediante el receptor T para el antígeno. | 3. Activan la expresión de genes que confieren a la célula huésped una resistencia mayor a la infección viral. | 4. Inhiben la expresión de los antígenos de histocompatibilidad (HLA) de clase I en las células infectadas.;3;--;NO;--;FACIL
INMUNOLOGIA;MIR 2021, P37b;Tema 21: Citocinas. Funciones biológicas y receptores. Polarización de las células Th.;Respecto a las células T reguladoras (Treg) es cierto que:;1. Colaboran en la eliminación de células tumorales. | 2. Expresan el correceptor inhibidor CTLA-4. | 3. Coexpresan tanto CD4 como CD8. | 4. Liberan citoquinas como IL-17 o IL-22.;2;--;NO;--;FACIL
INMUNOLOGIA;MIR 2020, P34b;Tema 21: Citocinas. Funciones biológicas y receptores. Polarización de las células Th.;El SARS-CoV-2 es un virus de ARN de hebra sencilla. Entre los mecanismos que participan en la respuesta inmune innata frente a virus de ARN, como el SARS-CoV-2, se encuentra:;1. La producción de interferones tipo I tras el reconocimiento del ARN vírico por receptores de reconocimiento de patrón como los Toll-like receptors (TLR) o los RIG-like receptors (RLR). | 2. La producción de interferón gamma por los linfocitos CD4+ Th1 tras el reconocimiento de péptidos víricos en las células presentadoras de antígeno. | 3. La producción de anticuerpos neutralizantes tipo IgG producidos en respuesta a las proteínas víricas. | 4. La actividad citotóxica mediada por linfocitos T CD8+ tras el reconocimiento de péptidos víricos en las células infectadas.;1;--;NO;--;FACIL
INMUNOLOGIA;MIR 2018, P55;Tema 21: Citocinas. Funciones biológicas y receptores. Polarización de las células Th.;Tras la presentación de un antígeno parasitario por una célula presentadora, los linfocitos TH2 producen preferentemente:;1. Interferon gamma e interleucina 12. | 2. Interleucina 4 e interleucina 5. | 3. Interleucina 17 e interleucina 22. | 4. Interleucina 10 y transforming growth factor beta (TGF-beta).;2;--;NO;--;FACIL
INMUNOLOGIA;MIR 2013, P56b;Tema 21: Citocinas. Funciones biológicas y receptores. Polarización de las células Th.;¿Cuáles de las siguientes citoquinas ejercen un efecto anti-inflamatorio e inmunosupresor?:;1. Interleucina-1 alfa. Interleucina-1 beta. | 2. Tumor necrosis factor-alfa. Tumor necrosis factor-beta. | 3. Interleucina-17. Interleucina -22. | 4. Interleucina -10. Transforming growth factor-beta. | 5. Interleucina 2. Interferon-gamma.;4;--;NO;--;FACIL
INMUNOLOGIA;MIR 2018, P58;Tema 23: Receptores de la inmunidad innata. Receptores de las células NK.;En relación al inflamasoma, ¿cuál de las siguientes respuestas es FALSA?;1. Interviene en la activación de la caspasa 1. | 2. Contiene receptores de tipo toll (TLR). | 3. Interviene en la activación de interleucina-1. | 4. Es una estructura citoplasmática.;2;--;NO;--;FACIL
INMUNOLOGIA;MIR 2017, P60;Tema 23: Receptores de la inmunidad innata. Receptores de las células NK.;¿Cuál de estos receptores de las células del sistema inmune se localizan exclusivamente en el citoplasma celular?;1. Nod-like receptors (NLR). | 2. Receptor del linfocito T alfa-beta (TcR alfabeta). | 3. Toll-like receptors (TLR). | 4. Receptor del linfocito T gamma-delta (TcR gamma-delta);1;--;NO;--;FACIL
INMUNOLOGIA;MIR 2016, P49b;Tema 23: Receptores de la inmunidad innata. Receptores de las células NK.;Las opsoninas son moléculas capaces de reconocer estructuras de la superficie de los microorganismos y de este modo facilitan:;1. La lisis de dichos microorganismos. | 2. La fagocitosis de dichos microorganismos. | 3. Las reacciones de hipersensibilidad de tipo I frente a dichos microorganismos. | 4. La anergia de las células T específicas frente a dichos microorganismos.;2;--;NO;--;DIFICIL
INMUNOLOGIA;MIR 2025, P201;Tema 24: Tipos de hipersensibilidad. Alergia;¿Cuál de las siguientes opciones es el tratamiento de primera línea más eficaz para aliviar la congestión nasal y los síntomas oculares establecidos en la rinitis alérgica persistente y moderada?:;1. Antihistamínicos orales de primera generación, como la difenhidramina, debido a su efecto rápido. | 2. Descongestionantes nasales tópicos usados prolongadamente para un control sostenido de la congestión. | 3. Corticosteroides intranasales de alta potencia, para aliviar síntomas nasales y oculares con menos efectos sistémicos. | 4. Cromoglicato sódico por vía oral como único tratamiento en síntomas moderados persistentes.;3;--;NO;--;DIFICIL
INMUNOLOGIA;MIR 2024, P38;Tema 24: Tipos de hipersensibilidad. Alergia;Hombre de 20 años que, tras ingesta de gambas, presenta de forma prácticamente inmediata prurito palmoplantar, sensación de nudo en la garganta y ronquera, mareo, sensación de inestabilidad y debilidad intensa. Entre sus antecedentes destaca cuadro de edema laríngeo por alergia a las lentejas al año de edad. No refiere alergia conocida a otros alimentos, tampoco reacciones adversas a fármacos ni picadura de insectos. Entre los antecedentes familiares tiene un hermano con rinitis alérgica leve intermitente por alergia a pólenes. ¿Cuál debe ser el tratamiento inicial de forma urgente?:;1. Hidrocortisona 500 mg IV y dexclorfeniramina 5 mg IV. | 2. Adrenalina 0,3-0,5 mL IV. | 3. Adrenalina 0,3-05 mL IM. | 4. Metilprednisolona 40 mg IM y desclorfeniramina 5 mg IV.;3;--;NO;--;DIFICIL
INMUNOLOGIA;MIR 2023, P39;Tema 24: Tipos de hipersensibilidad. Alergia;En el asma bronquial son numerosas las células que participan en la inflamación de la vía aérea. En relación con las diferentes poblaciones linfocitarias y las citocinas que liberan ¿cuál de las siguientes afirmaciones es correcta?:;1. Los linfocitos B son los responsables de la coordinación de la respuesta inflamatoria. | 2. En el asma bronquial hay un predominio de fenotipo linfocitario TH1. | 3. Las citocinas IL4 e IL13 son las favorecedoras de la síntesis de IgE. | 4. La población de linfocitos T reguladores (CD4+ y CD25+) está aumentada.;3;--;NO;--;DIFICIL
INMUNOLOGIA;MIR 2022, P39;Tema 24: Tipos de hipersensibilidad. Alergia;Apicultor de 50 años que presenta reacciones sistémicas graves (anafilaxia) tras picaduras de abejas y en quien se demuestra positividad al veneno de Apis mellifera mediante pruebas cutáneas en intradermorreacción e IgE específica en suero. ¿Qué tratamiento etiológico está indicado?:;1. Entrenamiento del paciente en el empleo de autoinyectores de adrenalina. | 2. Educación del paciente en el uso de antihistamínicos bucodispersables, broncodilatadores en aerosol presurizado y corticoides orales. | 3. Inmunoterapia específica subcutánea con extracto de Apis mellifera al 100%. | 4. Empleo de fármacos inmunomodulares tipo ciclosporina oral.;1;--;NO;--;DIFICIL
INMUNOLOGIA;MIR 2018, P54;Tema 24: Tipos de hipersensibilidad. Alergia;Hombre de 24 años que acude a urgencias por disnea y disfagia. En la exploración se objetiva edema de glotis, PA de 119/72 mm de Hg, frecuencia cardiaca de 102 lpm, saturación de O2 91%. En la anamnesis, refiere haber comenzado hace unos 2 años con episodios autolimitados de angioedema no pruriginoso en extremidades. Su padre presenta episodios similares. Tras asegurar la vía aérea, el tratamiento más apropiado para este paciente en urgencias es:;1. Corticoides intravenosos. | 2. Adrenalina 1/1000 subcutánea. | 3. Icatibant o concentrado de C1 inhibidor intravenoso. | 4. Omalizumab.;3;--;NO;--;DIFICIL
INMUNOLOGIA;MIR 2017, P56b;Tema 24: Tipos de hipersensibilidad. Alergia;Respecto a la enfermedad hemolítica del recién nacido, señale la respuesta correcta:;1. Es una reacción mediada por IgE. | 2. Está mediada por anticuerpos de la clase IgG de la madre. | 3. Está mediada por anticuerpos del recién nacido. | 4. Es una reacción mediada por células T CD8+.;2;--;NO;--;DIFICIL
INMUNOLOGIA;MIR 2017, P58;Tema 24: Tipos de hipersensibilidad. Alergia;En el asma bronquial alérgico, una de estas moléculas es la responsable del aumento de síntesis de IgE:;1. Interferón gamma. | 2. Interleucina 1. | 3. Interleucina 4. | 4. Interleucina 5.;3;--;NO;--;DIFICIL
INMUNOLOGIA;MIR 2017, P59;Tema 24: Tipos de hipersensibilidad. Alergia;Una urticaria inducida por fármacos puede ser causada por los siguientes mecanismos EXCEPTO:;1. Una respuesta dependiente de IgE. | 2. Por inmunocomplejos circulantes. | 3. Activación no inmunológica de la vía efectora. | 4. Un déficit de capsaicina.;4;--;NO;--;DIFICIL
INMUNOLOGIA;MIR 2015, P46b;Tema 24: Tipos de hipersensibilidad. Alergia;¿De qué naturaleza son los anticuerpos inmunes que pueden provocar enfermedad hemolítica del recién nacido en casos de incompatibilidad fetomaterna?;1. IgM. | 2. IgA. | 3. IgE. | 4. IgG.;4;--;NO;--;DIFICIL
INMUNOLOGIA;MIR 2014, P218;Tema 24: Tipos de hipersensibilidad. Alergia;En las reacciones de hipersensibilidad mediada por IgE:;1. Juegan un papel importante los eosinófilos y los mastocitos. | 2. No intervienen elementos celulares. | 3. Juegan un papel fundamental las reacciones de citotoxicidad mediadas por anticuerpos. | 4. No intervienen elementos del sistema inmune implicados en la atopia. | 5. No interviene el receptor de la inmunoglobulina IgE.;1;--;NO;--;DIFICIL
INMUNOLOGIA;MIR 2009, P213;Tema 24: Tipos de hipersensibilidad. Alergia;La identificación en una biopsia de músculo de un vaso de mediano calibre con una necrosis fibrinoide de su pared y presencia de polimorfonucleares y linfocitos debe hacer pensar en una enfermedad de etiología:;1. Infecciosa por bacilos Gram negativos. | 2. Isquémica por obstrucción proximal de los vasos. | 3. Inmunológica por depósitos de inmunocomplejos. | 4. Metabólica con depósitos de proteínas glicosiladas. | 5. Reacción inflamatoria a cuerpo extraño.;3;--;NO;--;DIFICIL
INMUNOLOGIA;MIR 2006, P244;Tema 24: Tipos de hipersensibilidad. Alergia;¿Cuál de las siguientes enfermedades se produce por un mecanismo autoinmunitario de hipersensibilidad tipo II (mediado por anticuerpos distintos de la IgE)?:;1. Lupus eritematoso. | 2. Asma. | 3. Miastenia gravis. | 4. Rechazo agudo de injertos. | 5. Diabetes mellitus sensible a insulina.;3;--;NO;--;DIFICIL
INMUNOLOGIA;MIR 2025, P151;Tema 25: Autoinmunidad;Paciente con 23 años, quiere saber si es celíaco, porque su madre lo es. Pregunta sobre el estudio genético. Respecto al papel del estudio genético HLA-DQ2/DQ8 en enfermedad celíaca, señale la opción CORRECTA:;1. Es una prueba diagnóstica confirmatoria cuando es positiva. | 2. Un resultado negativo para HLA-DQ2 y HLA-DQ8 hace muy improbable el diagnóstico de enfermedad celíaca. | 3. Solo es útil en el cribado poblacional general. | 4. Debe solicitarse de rutina en todos los pacientes con serología positiva.;2;--;NO;--;FACIL
INMUNOLOGIA;MIR 2024, P36;Tema 25: Autoinmunidad;El paso de autoanticuerpos de la madre al feto a través de la placenta puede asociarse a la aparición de enfermedades autoinmunes en el recién nacido. Señale cuál de las parejas Enfermedad-Autoanticuerpo es INCORRECTA:;1. Pénfigo vulgar – Anticuerpos antidesmogleina 3. | 2. Bloqueo cardíaco congénito – Anticuerpos anti-Ro y anti-La. | 3. Miastenia gravis – Anticuerpos anti receptor de la acetilcolina. | 4. Lupus eritematoso neonatal – Anticuerpos anti-Sm.;4;--;NO;--;FACIL
INMUNOLOGIA;MIR 2016, P51;Tema 25: Autoinmunidad;Ciertas enfermedades autoinmunes se han asociado con deficiencias genéticas del sistema del complemento. Concretamente, la deficiencia en C4 se ha asociado con:;1. Lupus eritematoso sistémico. | 2. Artritis reumatoide. | 3. Miastenia gravis. | 4. Diabetes mellitus tipo 1.;1;--;NO;--;FACIL
INMUNOLOGIA;MIR 2015, P47b;Tema 25: Autoinmunidad;Indique la variante genética del HLA que expresa el 90 % de los pacientes celíacos:;1. DQ8. | 2. DQ2. | 3. B27. | 4. B12.;2;--;NO;--;FACIL
INMUNOLOGIA;MIR 2005, P243;Tema 25: Autoinmunidad;¿Cuál de las siguientes citocinas es reconocida por un anticuerpo monoclonal que se utiliza con éxito para el tratamiento de la artritis reumatoide?:;1. Interleucina 7 (IL-7). | 2. Interferón gamma (IFN-γ). | 3. Factor de necrosis tumoral alfa (TNF-α). | 4. Factor de crecimiento transformante beta (TGF-β). | 5. Interleucina 4 (IL-4).;3;--;NO;--;FACIL
INMUNOLOGIA;MIR 2025, P174;Tema 26: Inmunodeficiencias;Lactante varón de 10 meses llevado a urgencias por fiebre y dificultad respiratoria. Presenta otitis medias recurrentes desde los 6 meses y un episodio previo de neumonía bacteriana. La madre refiere que “nunca tuvo amígdalas grandes”. En el hemograma destaca leucocitosis neutrofílica. Inmunoglobulinas IgG, IgA e IgM muy disminuidas. La citometría de flujo muestra linfocitos T dentro de rango de normalidad y linfocitos B CD19+ prácticamente ausentes. ¿Cuál es la alteración genética más probable?:;1. Mutación en RAG1. | 2. Deleción 22q11.2. | 3. Mutación en BTK. | 4. Deficiencia de ADA.;3;--;NO;--;MEDIO
INMUNOLOGIA;MIR 2024, P37;Tema 26: Inmunodeficiencias;Mutaciones en el gen Btk pueden causar una inmunodeficiencia primaria que cursa con la disminución drástica o ausencia de inmunoglobulinas en la sangre periférica (agammaglobulinemia). En relación al estudio de los pacientes con esta agammaglobulinemia, ¿cuál de las siguientes afirmaciones es cierta?;1. Es una enfermedad autosómica recesiva | 2. El porcentaje de linfocitos que expresan CD19 o CD20 (linfocitos B) en sangre periférica está dentro de los límites normales. | 3. El nivel de IgG en suero disminuye paulatinamente desde el nacimiento hasta resultar indetectable. | 4. La expresión de la proteína Btk en monocitos es normal.;3;--;NO;--;FACIL
INMUNOLOGIA;MIR 2022, P37b;Tema 26: Inmunodeficiencias;El síndrome de hiper-IgM, una inmunodeficiencia primaria asociada a diferentes mutaciones en las moléculas CD40 o su ligando CD40L, se caracteriza porque:;1. Los pacientes presentan niveles elevados de IgM mientras que mantienen niveles normales de IgG e IgA en suero. | 2. Presentan un defecto de la diferenciación de los linfocitos B en la médula ósea con aumento de linfocitos B inmaduros que expresan la cadena mu intracitoplasmática. | 3. Existe un defecto en el proceso de colaboración entre linfocitos T y B necesario para el cambio de isotipo de las inmunoglobulinas. | 4. Existe un defecto en el proceso de reordenamiento de los genes V de las inmunoglobulinas.;3;--;NO;--;FACIL
INMUNOLOGIA;MIR 2021, P35;Tema 26: Inmunodeficiencias;Diferentes mutaciones en el gen AIRE (Autoimmune Regulator) causan una enfermedad rara denominada síndrome poliglandular autoinmune tipo 1 (APS-1). Respecto al gen ¿Cuál de las siguientes afirmaciones es cierta?:;1. Está ligado al cromosoma X, por lo que el síndrome APS-1 también se conoce como IPEX (Inmunodesregulación, Poliendocrinopatía y Enteropatía ligada al cromosoma X). | 2. Se expresa en los timocitos que no expresan CD4 ni CD8 (doble negativos) promoviendo su expansión y participando en el proceso de selección positiva en el timo. | 3. Se expresa en las células T reguladoras controlando su función y siendo responsable del proceso de tolerancia periférica. | 4. Se expresa en células epiteliales de la médula tímica regulando la expresión antígenos específicos de otros tejidos y participando en el proceso de selección negativa en el timo.;4;--;NO;--;FACIL
INMUNOLOGIA;MIR 2018, P56;Tema 26: Inmunodeficiencias;Niña de 12 meses de edad que tras recibir vacuna con BCG (Bacilo Calmette-Guerin) desarrolla una tuberculosis diseminada. ¿Cuál de estas inmunodeficiencias sospecha en primer lugar?;1. Agammaglobulinemia de Bruton. | 2. Inmunodeficiencia común variable. | 3. Deficiencia del receptor de interferon gamma (IFN-gamma RI, IFN-gamma RII). | 4. Síndrome de Wiskott-Aldrich.;3;--;NO;--;FACIL
INMUNOLOGIA;MIR 2018, P57;Tema 26: Inmunodeficiencias;Una niña de 2 años de edad está siendo estudiada por presentar dificultad para la cicatrización de heridas e infecciones de partes blandas bacterianas y fúngicas de repetición, sin formación de pus. Señale cuál de los siguientes diagnósticos considera correcto:;1. Deficiencia de adherencia leucocitaria. | 2. Inmunodeficiencia común variable. | 3. Deficiencia de mieloperoxidasa. | 4. Enfermedad granulomatosa crónica.;1;--;NO;--;FACIL
INMUNOLOGIA;MIR 2016, P52;Tema 26: Inmunodeficiencias;Niña de 6 meses de edad, primera hija de una pareja española consanguínea sin antecedentes familiares de interés. Acude a urgencias en invierno por fiebre elevada (39-40,5ºC) de tres días de evolución, postración, pérdida de apetito y marcado distrés respiratorio. En la exploración se observa un importante retraso ponderal, ausencia de sombra tímica en la radiografía de tórax y en el hemograma se detecta un nivel de linfocitos circulantes de 920/mm3. Señale la respuesta correcta:;1. Se debe sospechar una agammaglobulinemia ligada al cromosoma X y se debe solicitar urgentemente la cuantificación de los linfocitos B circulantes. | 2. Se trata de una infección respiratoria típica de la época del año, que requiere tratamiento antibiótico sin necesidad de realizar pruebas adicionales. | 3. Se debe sospechar una inmunodeficiencia común variable y se debe solicitar la capacidad de producción de anticuerpos mediante ensayos funcionales in vitro. | 4. Se debe sospechar una inmunodeficiencia severa combinada y solicitar la cuantificación de las subpoblaciones linfocitarias T, B y NK.;4;--;NO;--;MEDIO
INMUNOLOGIA;MIR 2015, P48;Tema 26: Inmunodeficiencias;Señale la respuesta INCORRECTA respecto al edema angioneurótico hereditario de tipo I.;1. Se hereda siguiendo un patrón de herencia autosómico recesivo. | 2. Se debe a una deficiencia cuantitativa de la proteína C1-inhibidor. | 3. Se caracteriza por brotes repetitivos y autolimitados de angioedema, que pueden poner en riesgo la vida del paciente. | 4. Es el déficit hereditario de complemento más frecuente.;1;--;NO;--;FACIL
INMUNOLOGIA;MIR 2014, P219;Tema 26: Inmunodeficiencias;Una niña de 8 meses cumple criterios de diagnóstico de síndrome hemofagocítico/linfohistiocitosis hemofagocítica-fiebre, hepatoesplenomegalia, anemia, trombopenia, hipetransaminasemia, aumento de sCD25 y presenta un defecto en la capacidad de degranulación de sus linfocitos (expresión de CD107a). Señale la actitud terapeútica correcta en este caso:;1. Iniciar rápidamente tratamiento inmunosupresor y tipaje HLA para la búsqueda de donante (trasplante de progenitores hematopoyéticos). | 2. Tratamiento biológico con Daclizumab (anti-CD25) como única terapia hasta obtener el diagnóstico molecular de la enfermedad | 3. Tratamiento sintomático y de soporte (transfusión de hematíes y plaquetas) y evitar cualquier fármaco inmunosupresor. | 4. Antibioterapia de amplio espectro vía iv para el tratamiento de un eventual microorganismo desencadenante del cuadro de hemofagocitosis. | 5. Tratamiento con gammaglobulinas intravenosas, a mantener de por vida.;1;--;NO;--;DIFICIL
INMUNOLOGIA;MIR 2014, P220;Tema 26: Inmunodeficiencias;Un hombre de 43 años consulta por síndrome diarreico, y refiere entre sus antecedentes 3 neumonías en la edad adulta. ¿Cuál de los siguientes estudios inmunológicos debemos solicitar?:;1. Recuento de inmunoglobulinas séricas y test de capacidad de producción de anticuerpos. | 2. Test de fagocitosis y metabolismo oxidativo de los neutrófilos. | 3. Test de apoptosis (muerte celular programada) en los linfocitos circulantes del paciente | 4. Estudio del repertorio y clonalidad de los linfocitos T (alfa/beta). | 5. En este paciente no procedería solicitar estudio inmunológico alguno.;1;--;NO;--;FACIL
INMUNOLOGIA;MIR 2008, P243;Tema 26: Inmunodeficiencias;De los siguientes procesos, señale cuál constituye la situación de inmunodeficiencia primaria más frecuente en nuestro medio:;1. Síndrome de inmunodeficiencia variable común. | 2. Síndrome de inmunodeficiencia combinada severa por defecto en CD45. | 3. Síndrome de inmunodeficiencia combinada severa por defecto en la enzima purina nucleósido fosforilasa (PNP). | 4. Síndrome linfoproliferativo ligado a X / (síndrome de Duncan / Purtilo). | 5. Síndrome de hiper-IgM ligado al sexo, por defecto en el ligando de CD40.;1;--;NO;--;FACIL
INMUNOLOGIA;MIR 2008, P244;Tema 26: Inmunodeficiencias;Una paciente de 70 años de edad con antecedentes de asma corticodependiente y cáncer de mama tratado con quimio y radioterapia, ingresa en la Unidad de Cuidados Intensivos debido a un cuadro de insuficiencia respiratoria severa y patrón radiológico de neumonía intersticial. La analítica revela linfopenia y un número muy bajo de células T circulantes, con CD4/CD8 invertido. ¿Cuál es la causa más probable de la inmunodeficiencia que presenta el paciente?:;1. Un síndrome de Chediak-Higashi con expresión incompleta. | 2. Una deficiencia congénita de la molécula CD4 con presentación en la edad adulta. | 3. Una enfermedad granulomatosa crónica. | 4. Una deficiencia de moléculas de adhesión leucocitaria. | 5. Un cuadro de inmunodeficiencia secundaria.;5;--;NO;--;MEDIO
INMUNOLOGIA;MIR 2007, P242;Tema 26: Inmunodeficiencias;¿Cuál de las siguientes estrategias terapéuticas constituye actualmente el tratamiento de elección en las inmunodeficiencias combinadas severas (SCID)?:;1. Terapia sustitutiva con inmunoglobulina intravenosa (IVIG). | 2. IL-2 en perfusión intravenosa continua. | 3. Administración de anti-TNF-alfa. | 4. Administración de IFN-beta. | 5. Trasplante de progenitores hematopoyéticos (TMO).;5;--;NO;--;MEDIO
INMUNOLOGIA;MIR 2007, P245;Tema 26: Inmunodeficiencias;Paciente de 23 años sin patología previa que comienza con neumonías de repetición, trombopenia e hipogammaglobulinemia. ¿Qué diagnóstico nos sugiere?:;1. Agammaglobulinemia ligada al cromosoma X. | 2. Enfermedad granulomatosa crónica. | 3. Síndrome variable común de inmunodeficiencia. | 4. Infección por VIH. | 5. Síndrome de Hiper-IgM.;3;--;NO;--;FACIL
